id
angry
beautiful
blissful
calm
capable
carefree
cartoonish
chilled
confident
content
dedicated
depressed
despondent
ecstatic
energetic
exercizing
fearful
flirtatious
frowning
futuristic
furious
goofy
grinning
grumpy
happy
humorous
hungry
laughing
lecherous
lonely
melancholy
mischevious
mysterious
nostalgic
pensive
powerful
prideful
quizzical
relaxed
romantic
sad
satisfied
scared
serious
silly
smiling
terrified
tolerant
understanding
violent
weeping
zany
