id
Ace
Amber
Amigo
Angel
Baby
Bambino
Beans
Bestie
Biggie
Bird
Bond
Boo
Boomer
Brandi
Bro
Bruiser
Bubba
Bubbles
Buck
Bud
Buddy
Bug
Buster
Buttercup
Candy
Cash
Champ
Chica
Chicago
Chief
Chuck
Coach
Crystal
Danger
Devil
Diamond
Doc
Don
Downtown
Duck
Dude
Fast
Fish
Forever
Gal
Giggles
Girly
Goon
Gump
Guru
Heavy
Hollywood
Honey
Hulk
Junior
Kid
Kiddo
King
Knife
Lil
Mate
Max
Missy
Money
New York
Nugget
Oldie
Pal
Professor
Punk
Queen
Rambo
Rambo
Sassy
Scout
Senior
Senorita
Shortie
Sis
Slim
Slugger
Smarty
Smiley
Soul
Speedy
Sport
Squirt
Star
Storm
Sugar
Sweetums
Tank
Teacup
Tiffany
Tiny
Tía
Tío
Wizard
Zippy
