id
Alley
Ave
Avenue
Blvd
Boulevard
Cir
Circle
Court
Ct
Dr
Drive
Grove
Grv
Highway
Hwy
Lane
Ln
Mews
Parkway
Pike
Pk
Pkwy
Pl
Place
Plaza
Rd
Road
Sq
Square
St
Street
Terrace
Trace
Trail
Trl
Walk
Way
