id
Acephali
Afrit
Aigamuxa
AlBurak
Alicanto
Alicorn
Amalthea
Amphisbaena
Angels
Argus
Arimaspians
Arion
Aspidodelone
Audhumla
Auki
Bacchae
Bahamut
Balius
Banshee
Banshees
Baphomet
Barometz
Basilisk
Basilisks
Behemoth
Berserkers
Bigfoot
Bigfoot
BlackDog
BlueMen
Bogeyman
Bogies
Bogle
Brownies
Brownies
CailleachBheur
Caladrius
Catoblepas
Centaur
Centaurs
Cerastes
Cerberus
Cerberus
Changelings
Charybdis
Charybdis
ChiLyn
Chimaera
Chimera
Cimmerians
Cinomolgus
Cockatrice
Cockatrice
CockofDawn
Corybantes
Crocotta
CuSith
Cucuio
Cyclops
Cyclops
Cynocephali
Cynocephalus
Daemons
Demon
Demons
Despoena
Devas
DevilDogs
Djinn
Domovoi
Doppelganger
Dracs
Dragon
Dragons
Dwarf
Dwarves
Echidna
Echidna
Elf
Ellerwomen
Elves
Empusae
Ercinee
Erinys
EvilEye
Fairies
Fairy
Fauns
Feng
Fenrir
Formorii
Fuaths
Gandayak
Gargoyles
Garm
Genie
Geryon
Ghosts
Ghosts
Ghouls
Giants
Gnome
Gnomes
Goblin
Goblins
Gog
GoldenHinds
Golem
Golems
Gonafo
Gorgon
Gorgons
Graiae
Grant
Gremlins
Grendel
Griffin
Griffins
GrimReaper
Grotesques
Gullinbursti
Hags
HareofJade
Harpies
Hecatoncheires
Heidrun
Hesperides
Hippocampus
Hippogriffs
Hobgoblin
Hobgoblins
HombredelSaco
Homunculi
Horae
Houris
Hrimfaxi
Hulderfolk
Humbaba
Hydra
Hydra
Hyperboreans
Ichthyocentaurs
Ikezuki
Illuyankas
Imp
Imps
Incubi
Innua
Jaculi
Jasconius
Jinshinmushi
Jormungard
Jotuns
Kachinas
Kappa
Kelpies
Kingmingoarkulluk
Kobolds
Kraken
Krampus
Kujata
Ladon
Ladon
Lamassu
LamedVuv
Lamia
Leontophontes
Leprechauns
Leprichauns
Leshy
Leviathan
Linchettos
Lorelei
Lotophagi
Lung
Mab
Maenads
Magog
Manatee
Mandrake
Manticore
Manticores
Medusa
Medusa
Melusina
Mermaids
Mermaids
Mermecolion
Mermen
Merrows
Minotaur
Minotaur
MirrorPeople
Moirae
Moloch
Monopods
Mothman
Muryans
Mutants
Myrmidons
Nasatyas
Nasnas
NemeanLion
Nessie
Nethelim
Nia
Nibelungs
Nisse
Nixies
Njorns
Nuckelavee
Nymph
Nymphs
Oberon
Og
Ogre
Ogres
Oni
Ooser
Orc
Orcs
Orthros
Orthros
Ouroboros
Painajainen
Parcae
Pegasus
Pegasus
Perytons
Phoenix
Phoenix
Physeter
Ping-Feng
Pisachas
Pixie
Pixies
Poltergeists
Polyphemus
Pookas
Poreskoro
Puck
Remora
Rishis
RobinGoodfellow
Rocs
Rumpelstiltskin
Salamanders
Sandman
Sasquatch
Sasquatch
Satyr
Satyrs
Scolopendra
ScorpionMen
Scylla
Scylla
SeaGoat
SeaLions
SeaMonsters
Selkies
Senmurv
Shade
Shapeshifter
Shee
Shopiltees
Si-Si-ootl
Sileni
Simurgh
Sirens
Sirens
Skinfaxi
SkyPinto
Sleipnir
Sphinx
Sphinx
Spirits
Sprite
Sprites
StymphalianBirds
Succarath
Succubi
SwanMaidens
Sylph
Sylphs
Talos
Tarasque
Taraxippos
Tengu
Thunderbird
Tiamat
Titans
Tommyknockers
Tomtes
Tonttus
Troglodytes
Trolls
TuathaDeDanaan
Typhon
Typhon
Uisges
Undines
Unicorn
Unicorns
Urchins
Valkyries
Valkyries
Vampire
Vampires
Vasily
Vilas
Vodyanye
Volva
Wendigo
Wendigo
Werewolf
Werewolves
Will
WingedBulls
WingedLions
Wraith
Wraiths
Wyverns
Xanthus
Yale
Yamato-No-Oraichi
Yeti
Yeti
Yllerion
Zaratan
Ziz
Zombie
Zombies
